Uniprot_ID,Gene_Name,Synonyms,Other_Accessions,PDB_ID,Method,Resolution,Chains
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3UG1,X-ray,2.75 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3UG2,X-ray,2.50 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3VJN,X-ray,2.34 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3VJO,X-ray,2.64 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3VRP,X-ray,1.52 A,B=1062-1074
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3VRR,X-ray,2.00 A,C=1062-1074
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3W2O,X-ray,2.35 A,A=698-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3W2P,X-ray,2.05 A,A=698-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3W2Q,X-ray,2.20 A,A=698-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3W2R,X-ray,2.05 A,A=698-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3W2S,X-ray,1.90 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3W32,X-ray,1.80 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3W33,X-ray,1.70 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4G5J,X-ray,2.80 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4G5P,X-ray,3.17 A,A/B=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4HJO,X-ray,2.75 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4I1Z,X-ray,3.00 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4I20,X-ray,3.34 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4I21,X-ray,3.37 A,A/B=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4I22,X-ray,1.71 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4I23,X-ray,2.80 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4I24,X-ray,1.80 A,A/B=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4JQ7,X-ray,2.73 A,A=696-1021
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4JQ8,X-ray,2.83 A,A=696-1021
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4JR3,X-ray,2.70 A,A=696-1021
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4JRV,X-ray,2.80 A,A=696-1021
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4KRL,X-ray,2.85 A,A=335-538
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4KRM,X-ray,2.66 A,A/C/E/G/I/K=335-538
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4KRO,X-ray,3.05 A,A=25-642
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4KRP,X-ray,2.82 A,A=25-642
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4LI5,X-ray,2.64 A,A=696-1020
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4LL0,X-ray,4.00 A,A/B=694-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4LQM,X-ray,2.50 A,A=694-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4LRM,X-ray,3.53 A,A/B/C/D/E=694-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4R3P,X-ray,2.90 A,A=696-1018
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4R3R,X-ray,3.25 A,A=696-1018
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4R5S,X-ray,3.00 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4RIW,X-ray,3.10 A,B/D=682-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4RIX,X-ray,3.10 A,B/D=682-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4RIY,X-ray,2.98 A,B/D=682-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4RJ4,X-ray,2.78 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4RJ5,X-ray,3.10 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4RJ6,X-ray,2.70 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4RJ7,X-ray,2.55 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4RJ8,X-ray,2.50 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4TKS,X-ray,3.20 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4UIP,X-ray,2.95 A,A=26-637
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4UV7,X-ray,2.10 A,A=25-645
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4WD5,X-ray,3.30 A,A/B=694-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4WKQ,X-ray,1.85 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4WRG,X-ray,1.90 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4ZAU,X-ray,2.80 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4ZJV,X-ray,2.70 A,A/B=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4ZSE,X-ray,1.97 A,A/B/C/D=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5C8K,X-ray,3.00 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5C8M,X-ray,2.90 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5C8N,X-ray,2.40 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CAL,X-ray,2.70 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CAN,X-ray,2.80 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CAO,X-ray,2.60 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CAP,X-ray,2.40 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CAQ,X-ray,2.50 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CAS,X-ray,2.10 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CAU,X-ray,2.25 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CAV,X-ray,2.73 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CNN,X-ray,1.90 A,A/B=696-1042
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CNO,X-ray,1.55 A,A/B/X=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CZH,X-ray,2.80 A,A=694-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CZI,X-ray,2.60 A,A=694-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5D41,X-ray,2.31 A,A/B=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5EDP,X-ray,2.90 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5EDQ,X-ray,2.80 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5EDR,X-ray,2.60 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5EM5,X-ray,2.65 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5EM6,X-ray,2.78 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5EM7,X-ray,2.81 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5EM8,X-ray,2.80 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5FED,X-ray,2.65 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5FEE,X-ray,2.70 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5FEQ,X-ray,3.40 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5GMP,X-ray,2.80 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5GNK,X-ray,1.80 A,A=696-988
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5GTY,X-ray,3.14 A,A/B/C/D/E/F/G/H=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5GTZ,X-ray,3.00 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5HCX,X-ray,2.60 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5HCY,X-ray,2.46 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5HCZ,X-ray,2.62 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5HG5,X-ray,1.52 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5HG7,X-ray,1.85 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5HG8,X-ray,1.42 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5HG9,X-ray,2.15 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5HIB,X-ray,2.85 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5HIC,X-ray,2.60 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5J9Y,X-ray,2.80 A,A=697-1019
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5J9Z,X-ray,2.50 A,A=696-1020
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5JEB,X-ray,3.30 A,A=696-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5LV6,NMR,,A/B=634-677
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5SX4,X-ray,2.80 A,M/N=335-525
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5SX5,X-ray,2.50 A,M/N=335-525
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5U8L,X-ray,1.60 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5UG8,X-ray,1.46 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5UG9,X-ray,1.33 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5UGA,X-ray,1.82 A,A=695-1022
P00533,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5UGB,X-ray,2.53 A,A=695-1022
